ID,source_id,augmentation,source_dice,dataset,diagnosis,diagnosis_id
0010862_shiftR10blur,0010862,shiftR10blur,0.57321713514177,isic2017,unknown,0
0011115_hflip,0011115,hflip,0.6506860638122004,isic2017,unknown,0
0011115_vflip,0011115,vflip,0.6506860638122004,isic2017,unknown,0
0011115_rot90,0011115,rot90,0.6506860638122004,isic2017,unknown,0
0011115_rot270,0011115,rot270,0.6506860638122004,isic2017,unknown,0
0011115_shiftR10blur,0011115,shiftR10blur,0.6506860638122004,isic2017,unknown,0
0011117_hflip,0011117,hflip,0.5121064780708217,isic2017,unknown,0
0011117_vflip,0011117,vflip,0.5121064780708217,isic2017,unknown,0
0011117_rot90,0011117,rot90,0.5121064780708217,isic2017,unknown,0
0011117_rot270,0011117,rot270,0.5121064780708217,isic2017,unknown,0
0011117_shiftR10blur,0011117,shiftR10blur,0.5121064780708217,isic2017,unknown,0
0011143_hflip,0011143,hflip,0.6107931316434996,isic2017,unknown,0
0011143_vflip,0011143,vflip,0.6107931316434996,isic2017,unknown,0
0011143_rot90,0011143,rot90,0.6107931316434996,isic2017,unknown,0
0011143_rot270,0011143,rot270,0.6107931316434996,isic2017,unknown,0
0011143_shiftR10blur,0011143,shiftR10blur,0.6107931316434996,isic2017,unknown,0
0011338_hflip,0011338,hflip,0.3427726600705106,isic2017,unknown,0
0011338_vflip,0011338,vflip,0.3427726600705106,isic2017,unknown,0
0011338_rot90,0011338,rot90,0.3427726600705106,isic2017,unknown,0
0011338_rot270,0011338,rot270,0.3427726600705106,isic2017,unknown,0
0011338_shiftR10blur,0011338,shiftR10blur,0.3427726600705106,isic2017,unknown,0
0011367_hflip,0011367,hflip,0.5600588331426704,isic2017,unknown,0
0011367_vflip,0011367,vflip,0.5600588331426704,isic2017,unknown,0
0011367_rot90,0011367,rot90,0.5600588331426704,isic2017,unknown,0
0011367_rot270,0011367,rot270,0.5600588331426704,isic2017,unknown,0
0011367_shiftR10blur,0011367,shiftR10blur,0.5600588331426704,isic2017,unknown,0
0011393_hflip,0011393,hflip,0.6485682409817776,isic2017,unknown,0
0011393_vflip,0011393,vflip,0.6485682409817776,isic2017,unknown,0
0011393_rot90,0011393,rot90,0.6485682409817776,isic2017,unknown,0
0011393_rot270,0011393,rot270,0.6485682409817776,isic2017,unknown,0
0011393_shiftR10blur,0011393,shiftR10blur,0.6485682409817776,isic2017,unknown,0
0012089_hflip,0012089,hflip,0.4647954329210276,isic2017,unknown,0
0012089_vflip,0012089,vflip,0.4647954329210276,isic2017,unknown,0
0012089_rot90,0012089,rot90,0.4647954329210276,isic2017,unknown,0
0012089_rot270,0012089,rot270,0.4647954329210276,isic2017,unknown,0
0012089_shiftR10blur,0012089,shiftR10blur,0.4647954329210276,isic2017,unknown,0
0012116_hflip,0012116,hflip,0.5913062962133094,isic2017,unknown,0
0012116_vflip,0012116,vflip,0.5913062962133094,isic2017,unknown,0
0012116_rot90,0012116,rot90,0.5913062962133094,isic2017,unknown,0
0012116_rot270,0012116,rot270,0.5913062962133094,isic2017,unknown,0
0012116_shiftR10blur,0012116,shiftR10blur,0.5913062962133094,isic2017,unknown,0
0012179_hflip,0012179,hflip,0.3603603603603603,isic2017,unknown,0
0012179_vflip,0012179,vflip,0.3603603603603603,isic2017,unknown,0
0012179_rot90,0012179,rot90,0.3603603603603603,isic2017,unknown,0
0012179_rot270,0012179,rot270,0.3603603603603603,isic2017,unknown,0
0012179_shiftR10blur,0012179,shiftR10blur,0.3603603603603603,isic2017,unknown,0
0012209_hflip,0012209,hflip,0.455795677799607,isic2017,unknown,0
0012209_vflip,0012209,vflip,0.455795677799607,isic2017,unknown,0
0012209_rot90,0012209,rot90,0.455795677799607,isic2017,unknown,0
0012209_rot270,0012209,rot270,0.455795677799607,isic2017,unknown,0
0012209_shiftR10blur,0012209,shiftR10blur,0.455795677799607,isic2017,unknown,0
0012391_hflip,0012391,hflip,0.5683771815576973,isic2017,unknown,0
0012391_vflip,0012391,vflip,0.5683771815576973,isic2017,unknown,0
0012391_rot90,0012391,rot90,0.5683771815576973,isic2017,unknown,0
0012391_rot270,0012391,rot270,0.5683771815576973,isic2017,unknown,0
0012391_shiftR10blur,0012391,shiftR10blur,0.5683771815576973,isic2017,unknown,0
0012662_hflip,0012662,hflip,0.5192660550458715,isic2017,unknown,0
0012662_vflip,0012662,vflip,0.5192660550458715,isic2017,unknown,0
0012662_rot90,0012662,rot90,0.5192660550458715,isic2017,unknown,0
0012662_rot270,0012662,rot270,0.5192660550458715,isic2017,unknown,0
0012662_shiftR10blur,0012662,shiftR10blur,0.5192660550458715,isic2017,unknown,0
0012666_hflip,0012666,hflip,0.5964912280701754,isic2017,unknown,0
0012666_vflip,0012666,vflip,0.5964912280701754,isic2017,unknown,0
0012666_rot90,0012666,rot90,0.5964912280701754,isic2017,unknown,0
0012666_rot270,0012666,rot270,0.5964912280701754,isic2017,unknown,0
0012666_shiftR10blur,0012666,shiftR10blur,0.5964912280701754,isic2017,unknown,0
0012702_hflip,0012702,hflip,0.6645131518227965,isic2017,unknown,0
0012702_vflip,0012702,vflip,0.6645131518227965,isic2017,unknown,0
0012702_rot90,0012702,rot90,0.6645131518227965,isic2017,unknown,0
0012702_rot270,0012702,rot270,0.6645131518227965,isic2017,unknown,0
0012702_shiftR10blur,0012702,shiftR10blur,0.6645131518227965,isic2017,unknown,0
0012706_hflip,0012706,hflip,0.4464415132627917,isic2017,unknown,0
0012706_vflip,0012706,vflip,0.4464415132627917,isic2017,unknown,0
0012706_rot90,0012706,rot90,0.4464415132627917,isic2017,unknown,0
0012706_rot270,0012706,rot270,0.4464415132627917,isic2017,unknown,0
0012706_shiftR10blur,0012706,shiftR10blur,0.4464415132627917,isic2017,unknown,0
0012742_hflip,0012742,hflip,0.1606532472464868,isic2017,unknown,0
0012742_vflip,0012742,vflip,0.1606532472464868,isic2017,unknown,0
0012742_rot90,0012742,rot90,0.1606532472464868,isic2017,unknown,0
0012742_rot270,0012742,rot270,0.1606532472464868,isic2017,unknown,0
0012742_shiftR10blur,0012742,shiftR10blur,0.1606532472464868,isic2017,unknown,0
0012790_hflip,0012790,hflip,0.5545596579228682,isic2017,unknown,0
0012790_vflip,0012790,vflip,0.5545596579228682,isic2017,unknown,0
0012790_rot90,0012790,rot90,0.5545596579228682,isic2017,unknown,0
0012790_rot270,0012790,rot270,0.5545596579228682,isic2017,unknown,0
0012790_shiftR10blur,0012790,shiftR10blur,0.5545596579228682,isic2017,unknown,0
0012810_hflip,0012810,hflip,0.5349104649252505,isic2017,unknown,0
0012810_vflip,0012810,vflip,0.5349104649252505,isic2017,unknown,0
0012810_rot90,0012810,rot90,0.5349104649252505,isic2017,unknown,0
0012810_rot270,0012810,rot270,0.5349104649252505,isic2017,unknown,0
0012810_shiftR10blur,0012810,shiftR10blur,0.5349104649252505,isic2017,unknown,0
0012856_hflip,0012856,hflip,0.3969754253308128,isic2017,unknown,0
0012856_vflip,0012856,vflip,0.3969754253308128,isic2017,unknown,0
0012856_rot90,0012856,rot90,0.3969754253308128,isic2017,unknown,0
0012856_rot270,0012856,rot270,0.3969754253308128,isic2017,unknown,0
0012856_shiftR10blur,0012856,shiftR10blur,0.3969754253308128,isic2017,unknown,0
0012940_hflip,0012940,hflip,0.5711522520033159,isic2017,unknown,0
0012940_vflip,0012940,vflip,0.5711522520033159,isic2017,unknown,0
0012940_rot90,0012940,rot90,0.5711522520033159,isic2017,unknown,0
0012940_rot270,0012940,rot270,0.5711522520033159,isic2017,unknown,0
0012940_shiftR10blur,0012940,shiftR10blur,0.5711522520033159,isic2017,unknown,0
0012945_hflip,0012945,hflip,0.2651542006380716,isic2017,unknown,0
0012945_vflip,0012945,vflip,0.2651542006380716,isic2017,unknown,0
0012945_rot90,0012945,rot90,0.2651542006380716,isic2017,unknown,0
0012945_rot270,0012945,rot270,0.2651542006380716,isic2017,unknown,0
0012945_shiftR10blur,0012945,shiftR10blur,0.2651542006380716,isic2017,unknown,0
0013000_hflip,0013000,hflip,0.568104038329911,isic2017,unknown,0
0013000_vflip,0013000,vflip,0.568104038329911,isic2017,unknown,0
0013000_rot90,0013000,rot90,0.568104038329911,isic2017,unknown,0
0013000_rot270,0013000,rot270,0.568104038329911,isic2017,unknown,0
0013000_shiftR10blur,0013000,shiftR10blur,0.568104038329911,isic2017,unknown,0
0013001_hflip,0013001,hflip,0.5343065693430656,isic2017,unknown,0
0013001_vflip,0013001,vflip,0.5343065693430656,isic2017,unknown,0
0013001_rot90,0013001,rot90,0.5343065693430656,isic2017,unknown,0
0013001_rot270,0013001,rot270,0.5343065693430656,isic2017,unknown,0
0013001_shiftR10blur,0013001,shiftR10blur,0.5343065693430656,isic2017,unknown,0
0013055_hflip,0013055,hflip,0.6625129802699896,isic2017,unknown,0
0013055_vflip,0013055,vflip,0.6625129802699896,isic2017,unknown,0
0013055_rot90,0013055,rot90,0.6625129802699896,isic2017,unknown,0
0013055_rot270,0013055,rot270,0.6625129802699896,isic2017,unknown,0
0013055_shiftR10blur,0013055,shiftR10blur,0.6625129802699896,isic2017,unknown,0
0013063_hflip,0013063,hflip,0.6072274555169944,isic2017,unknown,0
0013063_vflip,0013063,vflip,0.6072274555169944,isic2017,unknown,0
0013063_rot90,0013063,rot90,0.6072274555169944,isic2017,unknown,0
0013063_rot270,0013063,rot270,0.6072274555169944,isic2017,unknown,0
0013063_shiftR10blur,0013063,shiftR10blur,0.6072274555169944,isic2017,unknown,0
0013134_hflip,0013134,hflip,0.1884510339445961,isic2017,unknown,0
0013134_vflip,0013134,vflip,0.1884510339445961,isic2017,unknown,0
0013134_rot90,0013134,rot90,0.1884510339445961,isic2017,unknown,0
0013134_rot270,0013134,rot270,0.1884510339445961,isic2017,unknown,0
0013134_shiftR10blur,0013134,shiftR10blur,0.1884510339445961,isic2017,unknown,0
0013189_hflip,0013189,hflip,0.5686952271219581,isic2017,unknown,0
0013189_vflip,0013189,vflip,0.5686952271219581,isic2017,unknown,0
0013189_rot90,0013189,rot90,0.5686952271219581,isic2017,unknown,0
0013189_rot270,0013189,rot270,0.5686952271219581,isic2017,unknown,0
0013189_shiftR10blur,0013189,shiftR10blur,0.5686952271219581,isic2017,unknown,0
0013196_hflip,0013196,hflip,0.6678571428571428,isic2017,unknown,0
0013196_vflip,0013196,vflip,0.6678571428571428,isic2017,unknown,0
0013196_rot90,0013196,rot90,0.6678571428571428,isic2017,unknown,0
0013196_rot270,0013196,rot270,0.6678571428571428,isic2017,unknown,0
0013196_shiftR10blur,0013196,shiftR10blur,0.6678571428571428,isic2017,unknown,0
0013198_hflip,0013198,hflip,0.4694114236010437,isic2017,unknown,0
0013198_vflip,0013198,vflip,0.4694114236010437,isic2017,unknown,0
0013198_rot90,0013198,rot90,0.4694114236010437,isic2017,unknown,0
0013198_rot270,0013198,rot270,0.4694114236010437,isic2017,unknown,0
0013198_shiftR10blur,0013198,shiftR10blur,0.4694114236010437,isic2017,unknown,0
0013201_hflip,0013201,hflip,0.5759019741320627,isic2017,unknown,0
0013201_vflip,0013201,vflip,0.5759019741320627,isic2017,unknown,0
0013201_rot90,0013201,rot90,0.5759019741320627,isic2017,unknown,0
0013201_rot270,0013201,rot270,0.5759019741320627,isic2017,unknown,0
0013201_shiftR10blur,0013201,shiftR10blur,0.5759019741320627,isic2017,unknown,0
0013208_hflip,0013208,hflip,0.576852418860992,isic2017,unknown,0
0013208_vflip,0013208,vflip,0.576852418860992,isic2017,unknown,0
0013208_rot90,0013208,rot90,0.576852418860992,isic2017,unknown,0
0013208_rot270,0013208,rot270,0.576852418860992,isic2017,unknown,0
0013208_shiftR10blur,0013208,shiftR10blur,0.576852418860992,isic2017,unknown,0
0013212_hflip,0013212,hflip,0.5359389038634321,isic2017,unknown,0
0013212_vflip,0013212,vflip,0.5359389038634321,isic2017,unknown,0
0013212_rot90,0013212,rot90,0.5359389038634321,isic2017,unknown,0
0013212_rot270,0013212,rot270,0.5359389038634321,isic2017,unknown,0
0013212_shiftR10blur,0013212,shiftR10blur,0.5359389038634321,isic2017,unknown,0
0013227_hflip,0013227,hflip,0.6916629907366564,isic2017,unknown,0
0013227_vflip,0013227,vflip,0.6916629907366564,isic2017,unknown,0
0013227_rot90,0013227,rot90,0.6916629907366564,isic2017,unknown,0
0013227_rot270,0013227,rot270,0.6916629907366564,isic2017,unknown,0
0013227_shiftR10blur,0013227,shiftR10blur,0.6916629907366564,isic2017,unknown,0
0013233_hflip,0013233,hflip,0.6848989298454221,isic2017,unknown,0
0013233_vflip,0013233,vflip,0.6848989298454221,isic2017,unknown,0
0013233_rot90,0013233,rot90,0.6848989298454221,isic2017,unknown,0
0013233_rot270,0013233,rot270,0.6848989298454221,isic2017,unknown,0
0013233_shiftR10blur,0013233,shiftR10blur,0.6848989298454221,isic2017,unknown,0
0013306_hflip,0013306,hflip,0.3622283865002311,isic2017,unknown,0
0013306_vflip,0013306,vflip,0.3622283865002311,isic2017,unknown,0
0013306_rot90,0013306,rot90,0.3622283865002311,isic2017,unknown,0
0013306_rot270,0013306,rot270,0.3622283865002311,isic2017,unknown,0
0013306_shiftR10blur,0013306,shiftR10blur,0.3622283865002311,isic2017,unknown,0
0013360_hflip,0013360,hflip,0.147150599441616,isic2017,unknown,0
0013360_vflip,0013360,vflip,0.147150599441616,isic2017,unknown,0
0013360_rot90,0013360,rot90,0.147150599441616,isic2017,unknown,0
0013360_rot270,0013360,rot270,0.147150599441616,isic2017,unknown,0
0013360_shiftR10blur,0013360,shiftR10blur,0.147150599441616,isic2017,unknown,0
0013409_hflip,0013409,hflip,0.6584965255843336,isic2017,unknown,0
0013409_vflip,0013409,vflip,0.6584965255843336,isic2017,unknown,0
0013409_rot90,0013409,rot90,0.6584965255843336,isic2017,unknown,0
0013409_rot270,0013409,rot270,0.6584965255843336,isic2017,unknown,0
0013409_shiftR10blur,0013409,shiftR10blur,0.6584965255843336,isic2017,unknown,0
0013567_hflip,0013567,hflip,0.0410572235052604,isic2017,unknown,0
0013567_vflip,0013567,vflip,0.0410572235052604,isic2017,unknown,0
0013567_rot90,0013567,rot90,0.0410572235052604,isic2017,unknown,0
0013567_rot270,0013567,rot270,0.0410572235052604,isic2017,unknown,0
0013567_shiftR10blur,0013567,shiftR10blur,0.0410572235052604,isic2017,unknown,0
0013573_hflip,0013573,hflip,0.596757591353577,isic2017,unknown,0
0013573_vflip,0013573,vflip,0.596757591353577,isic2017,unknown,0
0013573_rot90,0013573,rot90,0.596757591353577,isic2017,unknown,0
0013573_rot270,0013573,rot270,0.596757591353577,isic2017,unknown,0
0013573_shiftR10blur,0013573,shiftR10blur,0.596757591353577,isic2017,unknown,0
0013596_hflip,0013596,hflip,0.4298795180722891,isic2017,unknown,0
0013596_vflip,0013596,vflip,0.4298795180722891,isic2017,unknown,0
0013596_rot90,0013596,rot90,0.4298795180722891,isic2017,unknown,0
0013596_rot270,0013596,rot270,0.4298795180722891,isic2017,unknown,0
0013596_shiftR10blur,0013596,shiftR10blur,0.4298795180722891,isic2017,unknown,0
0013652_hflip,0013652,hflip,0.6197183098591549,isic2017,unknown,0
0013652_vflip,0013652,vflip,0.6197183098591549,isic2017,unknown,0
0013652_rot90,0013652,rot90,0.6197183098591549,isic2017,unknown,0
0013652_rot270,0013652,rot270,0.6197183098591549,isic2017,unknown,0
0013652_shiftR10blur,0013652,shiftR10blur,0.6197183098591549,isic2017,unknown,0
0013684_hflip,0013684,hflip,0.5146691808551939,isic2017,unknown,0
0013684_vflip,0013684,vflip,0.5146691808551939,isic2017,unknown,0
0013684_rot90,0013684,rot90,0.5146691808551939,isic2017,unknown,0
0013684_rot270,0013684,rot270,0.5146691808551939,isic2017,unknown,0
0013684_shiftR10blur,0013684,shiftR10blur,0.5146691808551939,isic2017,unknown,0
0013740_hflip,0013740,hflip,0.6593789300570765,isic2017,unknown,0
0013740_vflip,0013740,vflip,0.6593789300570765,isic2017,unknown,0
0013740_rot90,0013740,rot90,0.6593789300570765,isic2017,unknown,0
0013740_rot270,0013740,rot270,0.6593789300570765,isic2017,unknown,0
0013740_shiftR10blur,0013740,shiftR10blur,0.6593789300570765,isic2017,unknown,0
0013762_hflip,0013762,hflip,0.6611500701262272,isic2017,unknown,0
0013762_vflip,0013762,vflip,0.6611500701262272,isic2017,unknown,0
0013762_rot90,0013762,rot90,0.6611500701262272,isic2017,unknown,0
0013762_rot270,0013762,rot270,0.6611500701262272,isic2017,unknown,0
0013762_shiftR10blur,0013762,shiftR10blur,0.6611500701262272,isic2017,unknown,0
0013798_hflip,0013798,hflip,0.6853333333333333,isic2017,unknown,0
0013798_vflip,0013798,vflip,0.6853333333333333,isic2017,unknown,0
0013798_rot90,0013798,rot90,0.6853333333333333,isic2017,unknown,0
0013798_rot270,0013798,rot270,0.6853333333333333,isic2017,unknown,0
0013798_shiftR10blur,0013798,shiftR10blur,0.6853333333333333,isic2017,unknown,0
0013807_hflip,0013807,hflip,0.5063437139561707,isic2017,unknown,0
0013807_vflip,0013807,vflip,0.5063437139561707,isic2017,unknown,0
0013807_rot90,0013807,rot90,0.5063437139561707,isic2017,unknown,0
0013807_rot270,0013807,rot270,0.5063437139561707,isic2017,unknown,0
0013807_shiftR10blur,0013807,shiftR10blur,0.5063437139561707,isic2017,unknown,0
0013835_hflip,0013835,hflip,0.5479113694151835,isic2017,unknown,0
0013835_vflip,0013835,vflip,0.5479113694151835,isic2017,unknown,0
0013835_rot90,0013835,rot90,0.5479113694151835,isic2017,unknown,0
0013835_rot270,0013835,rot270,0.5479113694151835,isic2017,unknown,0
0013835_shiftR10blur,0013835,shiftR10blur,0.5479113694151835,isic2017,unknown,0
0013958_hflip,0013958,hflip,0.5781828842514858,isic2017,unknown,0
0013958_vflip,0013958,vflip,0.5781828842514858,isic2017,unknown,0
0013958_rot90,0013958,rot90,0.5781828842514858,isic2017,unknown,0
0013958_rot270,0013958,rot270,0.5781828842514858,isic2017,unknown,0
0013958_shiftR10blur,0013958,shiftR10blur,0.5781828842514858,isic2017,unknown,0
0013972_hflip,0013972,hflip,0.677369146618046,isic2017,unknown,0
0013972_vflip,0013972,vflip,0.677369146618046,isic2017,unknown,0
0013972_rot90,0013972,rot90,0.677369146618046,isic2017,unknown,0
0013972_rot270,0013972,rot270,0.677369146618046,isic2017,unknown,0
0013972_shiftR10blur,0013972,shiftR10blur,0.677369146618046,isic2017,unknown,0
0013981_hflip,0013981,hflip,0.5943675120585032,isic2017,unknown,0
0013981_vflip,0013981,vflip,0.5943675120585032,isic2017,unknown,0
0013981_rot90,0013981,rot90,0.5943675120585032,isic2017,unknown,0
0013981_rot270,0013981,rot270,0.5943675120585032,isic2017,unknown,0
0013981_shiftR10blur,0013981,shiftR10blur,0.5943675120585032,isic2017,unknown,0
0013982_hflip,0013982,hflip,0.3922874399876103,isic2017,unknown,0
0013982_vflip,0013982,vflip,0.3922874399876103,isic2017,unknown,0
0013982_rot90,0013982,rot90,0.3922874399876103,isic2017,unknown,0
0013982_rot270,0013982,rot270,0.3922874399876103,isic2017,unknown,0
0013982_shiftR10blur,0013982,shiftR10blur,0.3922874399876103,isic2017,unknown,0
0014032_hflip,0014032,hflip,0.6539465101108937,isic2017,unknown,0
0014032_vflip,0014032,vflip,0.6539465101108937,isic2017,unknown,0
0014032_rot90,0014032,rot90,0.6539465101108937,isic2017,unknown,0
0014032_rot270,0014032,rot270,0.6539465101108937,isic2017,unknown,0
0014032_shiftR10blur,0014032,shiftR10blur,0.6539465101108937,isic2017,unknown,0
0014045_hflip,0014045,hflip,0.3069292696952271,isic2017,unknown,0
0014045_vflip,0014045,vflip,0.3069292696952271,isic2017,unknown,0
0014045_rot90,0014045,rot90,0.3069292696952271,isic2017,unknown,0
0014045_rot270,0014045,rot270,0.3069292696952271,isic2017,unknown,0
0014045_shiftR10blur,0014045,shiftR10blur,0.3069292696952271,isic2017,unknown,0
0014046_hflip,0014046,hflip,0.6913961875321999,isic2017,unknown,0
0014046_vflip,0014046,vflip,0.6913961875321999,isic2017,unknown,0
0014046_rot90,0014046,rot90,0.6913961875321999,isic2017,unknown,0
0014046_rot270,0014046,rot270,0.6913961875321999,isic2017,unknown,0
0014046_shiftR10blur,0014046,shiftR10blur,0.6913961875321999,isic2017,unknown,0
0014061_hflip,0014061,hflip,0.6803093396787626,isic2017,unknown,0
0014061_vflip,0014061,vflip,0.6803093396787626,isic2017,unknown,0
0014061_rot90,0014061,rot90,0.6803093396787626,isic2017,unknown,0
0014061_rot270,0014061,rot270,0.6803093396787626,isic2017,unknown,0
0014061_shiftR10blur,0014061,shiftR10blur,0.6803093396787626,isic2017,unknown,0
0014069_hflip,0014069,hflip,0.6530218602657523,isic2017,unknown,0
